latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
36.302,-118.67,333.9,1.7,1.3,2020-09-26,2130,A,81,6.0NRT,295.8,63.1,D
36.301,-118.687,342.4,1.7,1.3,2020-09-26,2130,A,89,6.0NRT,297.4,92.3,D
36.304,-118.777,321.2,1.7,1.3,2020-09-26,2130,A,39,6.0NRT,298,26,D
36.317,-118.765,320.9,1.7,1.3,2020-09-26,2130,A,28,6.0NRT,298.1,27.8,D
37.165,-119.171,323.7,1.7,1.3,2020-09-26,2130,A,68,6.0NRT,296.1,35,D
37.166,-119.16,318.7,1.7,1.3,2020-09-26,2130,A,45,6.0NRT,294.6,24.1,D
37.205,-119.234,329.3,1.6,1.3,2020-09-26,2130,A,72,6.0NRT,298,42.8,D
37.263,-119.45,321.5,1.6,1.2,2020-09-26,2130,A,44,6.0NRT,294.3,24.8,D
37.321,-119.073,333.3,1.7,1.3,2020-09-26,2130,A,82,6.0NRT,293.2,61,D
37.319,-119.094,349.6,1.7,1.3,2020-09-26,2130,A,94,6.0NRT,295.7,119.6,D
37.318,-119.113,327.4,1.7,1.3,2020-09-26,2130,A,54,6.0NRT,294,43.3,D
37.285,-119.455,317.5,1.6,1.2,2020-09-26,2130,A,33,6.0NRT,290.2,19.8,D
37.333,-119.074,341,1.7,1.3,2020-09-26,2130,A,89,6.0NRT,295.2,86.1,D
37.331,-119.095,324.9,1.7,1.3,2020-09-26,2130,A,64,6.0NRT,295,36.4,D
37.358,-119.173,333,1.7,1.3,2020-09-26,2130,A,64,6.0NRT,294.6,50.8,D
37.359,-119.163,328.2,1.7,1.3,2020-09-26,2130,A,69,6.0NRT,294,39.8,D
37.357,-119.179,324.7,1.7,1.3,2020-09-26,2130,A,48,6.0NRT,294.1,30.1,D
37.422,-119.454,315.4,1.6,1.2,2020-09-26,2130,A,14,6.0NRT,295.9,17.1,D
37.512,-119.34,327.7,1.6,1.3,2020-09-26,2130,A,72,6.0NRT,294.3,39.6,D
37.525,-119.323,323.4,1.6,1.3,2020-09-26,2130,A,71,6.0NRT,291.4,31.9,D
37.514,-119.328,323.6,1.6,1.3,2020-09-26,2130,A,72,6.0NRT,292.8,32.2,D
37.512,-119.348,320.4,1.6,1.3,2020-09-26,2130,A,60,6.0NRT,295.3,24,D
37.525,-119.331,328.1,1.6,1.3,2020-09-26,2130,A,64,6.0NRT,291.6,40.7,D
39.81,-121.209,326,1.4,1.2,2020-09-26,2130,A,77,6.0NRT,291,29.8,D
39.833,-121.198,315.4,1.4,1.2,2020-09-26,2130,A,56,6.0NRT,289.9,16.6,D
39.831,-121.214,312.3,1.4,1.2,2020-09-26,2130,A,38,6.0NRT,290.3,11.7,D
39.621,-123.105,318.4,1.1,1.1,2020-09-26,2130,A,55,6.0NRT,303.5,8.2,D
39.847,-121.263,311.4,1.4,1.2,2020-09-26,2130,A,9,6.0NRT,291.3,10.6,D
39.845,-121.279,333.6,1.4,1.2,2020-09-26,2130,A,85,6.0NRT,291.2,47.3,D
39.875,-121.275,311.7,1.4,1.2,2020-09-26,2130,A,17,6.0NRT,288,12.4,D
39.692,-123.048,330.3,1.1,1.1,2020-09-26,2130,A,83,6.0NRT,301.3,26,D
40.042,-122.897,314.7,1.2,1.1,2020-09-26,2130,A,55,6.0NRT,271.3,15.2,D
40.325,-123.192,324,1.1,1.1,2020-09-26,2130,A,62,6.0NRT,272.1,26.1,D
41.021,-123.586,310,1.1,1.1,2020-09-26,2130,A,69,6.0NRT,292.8,9.6,D
41.17,-123.27,312.9,1.2,1.1,2020-09-26,2130,A,72,6.0NRT,292.1,12.4,D
30.842,-93.257,303.4,4.2,1.9,2020-09-27,0335,T,55,6.0NRT,291.3,43.8,N
30.846,-93.263,305.2,4.2,1.9,2020-09-27,0335,T,63,6.0NRT,291.3,53.6,N
35.931,-89.722,305.4,1.9,1.3,2020-09-27,0335,T,64,6.0NRT,288.3,18.8,N
39.483,-84.383,303.6,1,1,2020-09-27,0335,T,53,6.0NRT,290.3,5.8,N
39.978,-86.834,304.6,1.1,1.1,2020-09-27,0335,T,61,6.0NRT,289.4,8.6,N
41.459,-81.678,306.4,1.1,1.1,2020-09-27,0335,T,68,6.0NRT,289.2,8.9,N
41.57,-84.047,300.3,1,1,2020-09-27,0335,T,24,6.0NRT,289.4,4.6,N
42.295,-83.17,300.1,1,1,2020-09-27,0335,T,18,6.0NRT,289.8,3.8,N
30.5,-109.629,304.4,1.3,1.1,2020-09-27,0515,T,60,6.0NRT,291.4,8.1,N
32.389,-101.612,308.5,1.5,1.2,2020-09-27,0515,T,75,6.0NRT,294.4,14.7,N
33.521,-109.08,308.1,1.1,1,2020-09-27,0515,T,71,6.0NRT,288.7,10.4,N
33.529,-109.076,324.5,1.1,1,2020-09-27,0515,T,100,6.0NRT,290,26.1,N
33.527,-109.087,311.4,1.1,1,2020-09-27,0515,T,82,6.0NRT,288.6,12.9,N
33.536,-109.09,300.3,1.1,1,2020-09-27,0515,T,24,6.0NRT,287.1,5.6,N
33.928,-111.774,317.4,1.4,1.2,2020-09-27,0515,T,95,6.0NRT,295.7,22.9,N
33.938,-111.778,306.2,1.4,1.2,2020-09-27,0515,T,40,6.0NRT,294.3,8.6,N
36.291,-118.705,319.5,3.4,1.7,2020-09-27,0515,T,99,6.0NRT,266.4,123.7,N
37.335,-119.086,309,3.3,1.7,2020-09-27,0515,T,22,6.0NRT,279.8,58.7,N
37.331,-119.089,307.1,3.3,1.7,2020-09-27,0515,T,56,6.0NRT,279.9,56.3,N
39.78,-105.937,300.4,1.1,1.1,2020-09-27,0515,T,27,6.0NRT,277.4,9.6,N
39.789,-105.94,300.1,1.1,1.1,2020-09-27,0515,T,16,6.0NRT,275.9,9.2,N
39.883,-106.004,304.9,1.1,1.1,2020-09-27,0515,T,62,6.0NRT,276.6,12.3,N
39.882,-106.017,306.4,1.1,1.1,2020-09-27,0515,T,68,6.0NRT,276.9,13.6,N
39.894,-105.993,303.1,1.1,1.1,2020-09-27,0515,T,30,6.0NRT,274,10.3,N
40.744,-105.59,324.9,1.2,1.1,2020-09-27,0515,T,94,6.0NRT,269.8,0,N
40.765,-105.668,322.1,1.2,1.1,2020-09-27,0515,T,92,6.0NRT,271.9,0,N
41.171,-106.118,321.3,1.2,1.1,2020-09-27,0515,T,91,6.0NRT,267.2,0,N
41.169,-106.132,324.8,1.2,1.1,2020-09-27,0515,T,94,6.0NRT,270,0,N
42.684,-111.593,321.4,1.1,1,2020-09-27,0515,T,100,6.0NRT,273.6,26.2,N
26.885,-101.453,309.1,1.3,1.1,2020-09-27,0510,T,77,6.0NRT,297.2,10.1,N
18.934,-70.347,303.6,1.1,1.1,2020-09-27,0615,A,56,6.0NRT,293,5.6,N
40.37,-123.292,309.9,3,1.6,2020-09-27,0655,T,79,6.0NRT,286.1,53.9,N
40.371,-123.299,310,3,1.6,2020-09-27,0655,T,79,6.0NRT,286.1,58.4,N
42.305,-83.15,303.7,1.2,1.1,2020-09-27,0750,A,54,6.0NRT,288.2,8.2,N
35.938,-89.711,301.4,1,1,2020-09-27,0750,A,41,6.0NRT,288.3,5.9,N
30.854,-93.257,313.5,1.2,1.1,2020-09-27,0755,A,87,6.0NRT,292,17.1,N
30.852,-93.244,304.9,1.2,1.1,2020-09-27,0755,A,62,6.0NRT,291.7,9,N
19.394,-92.037,317.4,1,1,2020-09-27,0755,A,73,6.0NRT,289.7,14.7,N
42.685,-111.592,309.3,1,1,2020-09-27,0930,A,77,6.0NRT,273.1,14.7,N
41.168,-106.098,358.6,1.5,1.2,2020-09-27,0930,A,100,6.0NRT,271.8,150.3,N
41.165,-106.081,367.1,1.5,1.2,2020-09-27,0930,A,100,6.0NRT,278.6,196.8,N
41.161,-106.063,317.5,1.5,1.2,2020-09-27,0930,A,15,6.0NRT,274.9,31.9,N
41.154,-106.085,333.8,1.5,1.2,2020-09-27,0930,A,100,6.0NRT,275.8,65.5,N
41.165,-106.423,328.9,1.4,1.2,2020-09-27,0930,A,98,6.0NRT,267.3,0,N
41.098,-106.086,308.3,1.5,1.2,2020-09-27,0930,A,15,6.0NRT,277.9,19,N
41.099,-106.11,308.1,1.5,1.2,2020-09-27,0930,A,23,6.0NRT,278,19.4,N
41.095,-106.093,313.1,1.5,1.2,2020-09-27,0930,A,80,6.0NRT,278.6,27.2,N
41.091,-106.187,308.4,1.5,1.2,2020-09-27,0930,A,29,6.0NRT,275.9,20.3,N
41.08,-106.245,316.7,1.5,1.2,2020-09-27,0930,A,26,6.0NRT,276.5,30.1,N
41.089,-106.349,330.8,1.5,1.2,2020-09-27,0930,A,100,6.0NRT,266.7,56.6,N
41.086,-106.331,346.9,1.5,1.2,2020-09-27,0930,A,100,6.0NRT,272.8,101.8,N
41.079,-106.298,322.1,1.5,1.2,2020-09-27,0930,A,45,6.0NRT,278.4,38.1,N
41.076,-106.281,344.3,1.5,1.2,2020-09-27,0930,A,100,6.0NRT,280.7,93.2,N
41.079,-106.352,308.7,1.5,1.2,2020-09-27,0930,A,48,6.0NRT,267.3,20.4,N
41.076,-106.336,329.8,1.5,1.2,2020-09-27,0930,A,100,6.0NRT,273.7,56.2,N
40.766,-105.669,304,1.6,1.2,2020-09-27,0930,A,44,6.0NRT,279.1,18.1,N
40.577,-110.451,305.9,1,1,2020-09-27,0930,A,66,6.0NRT,276.5,10.9,N
40.575,-110.439,301,1,1,2020-09-27,0930,A,32,6.0NRT,275.8,7.8,N
40.571,-110.47,305.4,1,1,2020-09-27,0930,A,64,6.0NRT,279.1,11.3,N
39.797,-120.904,302.5,2.4,1.5,2020-09-27,0930,A,50,6.0NRT,284.6,27.1,N
37.526,-119.206,300.7,1.8,1.3,2020-09-27,0930,A,26,6.0NRT,286.7,13.3,N
37.525,-119.322,300.9,1.8,1.3,2020-09-27,0930,A,33,6.0NRT,284.1,15,N
37.342,-119.181,300.4,1.7,1.3,2020-09-27,0930,A,21,6.0NRT,285.9,13.3,N
37.318,-119.048,325.4,1.7,1.3,2020-09-27,0930,A,79,6.0NRT,286.3,53.8,N
36.306,-118.685,326,1.6,1.2,2020-09-27,0930,A,100,6.0NRT,286.9,48.4,N
36.304,-118.666,344,1.6,1.2,2020-09-27,0930,A,100,6.0NRT,289.2,100,N
36.312,-118.762,300.4,1.6,1.2,2020-09-27,0930,A,17,6.0NRT,283.5,10.8,N
36.304,-118.692,306.9,1.6,1.2,2020-09-27,0930,A,33,6.0NRT,284.6,16.6,N
36.302,-118.672,362.2,1.6,1.2,2020-09-27,0930,A,100,6.0NRT,291.9,182,N
36.291,-118.673,328.2,1.6,1.2,2020-09-27,0930,A,100,6.0NRT,285,54.4,N
33.531,-109.087,307.8,1.5,1.2,2020-09-27,0930,A,73,6.0NRT,287,18,N
33.528,-109.072,312.6,1.5,1.2,2020-09-27,0930,A,85,6.0NRT,287.9,23.9,N
33.937,-111.809,300.4,1.1,1,2020-09-27,0930,A,19,6.0NRT,290.3,4.3,N
34.262,-118.087,301.5,1.4,1.2,2020-09-27,0930,A,42,6.0NRT,289.4,8.4,N
20.739,-76.279,322,1,1,2020-09-27,1540,T,73,6.0NRT,300.9,13.6,D
18.932,-70.354,320.4,1.8,1.3,2020-09-27,1540,T,75,6.0NRT,300.2,26.5,D
18.264,-70.371,320.9,1.8,1.3,2020-09-27,1540,T,71,6.0NRT,301.8,13.5,D
31.065,-93.564,310.4,1.3,1.1,2020-09-27,1720,T,52,6.0NRT,299,7.6,D
30.554,-91.333,326.5,1.9,1.3,2020-09-27,1720,T,80,6.0NRT,300.5,41.2,D
30.551,-91.314,327.4,1.9,1.3,2020-09-27,1720,T,81,6.0NRT,300.4,45.3,D
30.539,-91.317,315.5,1.9,1.3,2020-09-27,1720,T,45,6.0NRT,300.1,15.8,D
30.527,-91.32,316.8,1.9,1.3,2020-09-27,1720,T,66,6.0NRT,300.4,18,D
30.845,-93.253,317.9,1.4,1.2,2020-09-27,1720,T,70,6.0NRT,300.6,15.5,D
31.471,-100.817,347.4,1.2,1.1,2020-09-27,1720,T,92,6.0NRT,310,61.6,D
31.47,-100.804,333.7,1.2,1.1,2020-09-27,1720,T,79,6.0NRT,308.9,29.8,D
29.79,-94.883,314.1,1.2,1.1,2020-09-27,1720,T,51,6.0NRT,301,6.3,D
25.161,-97.827,321.7,1,1,2020-09-27,1720,T,59,6.0NRT,304.4,8.5,D
25.256,-99.382,319.6,1,1,2020-09-27,1720,T,61,6.0NRT,307.4,6.2,D
25.329,-99.958,339.5,1,1,2020-09-27,1720,T,88,6.0NRT,306.8,35.7,D
25.328,-99.948,324.8,1,1,2020-09-27,1720,T,72,6.0NRT,305.2,15.1,D
23.66,-97.854,315.4,1.1,1,2020-09-27,1720,T,53,6.0NRT,302,5.7,D
23.659,-97.843,315.4,1.1,1,2020-09-27,1720,T,54,6.0NRT,301.9,5.7,D
23.447,-98.03,314.9,1,1,2020-09-27,1720,T,56,6.0NRT,302.3,5.8,D
23.821,-106.663,319.5,2.4,1.5,2020-09-27,1720,T,51,6.0NRT,299,30.2,D
20.746,-97.269,325.6,1.2,1.1,2020-09-27,1720,T,78,6.0NRT,297.3,20.1,D
20.744,-97.257,315.7,1.2,1.1,2020-09-27,1720,T,60,6.0NRT,297.2,7.1,D
20.793,-98.13,313.3,1.1,1,2020-09-27,1720,T,60,6.0NRT,297.1,6.5,D
19.562,-92.229,316,2.8,1.6,2020-09-27,1720,T,65,6.0NRT,290.9,46.3,D
19.559,-92.236,318.4,2.8,1.6,2020-09-27,1720,T,69,6.0NRT,291.1,54.1,D
21.015,-101.481,317.5,1.1,1,2020-09-27,1720,T,30,6.0NRT,300.8,6.8,D
20.783,-101.337,317,1,1,2020-09-27,1720,T,47,6.0NRT,301.8,7.1,D
20.172,-98.052,310,1.1,1.1,2020-09-27,1720,T,32,6.0NRT,293.4,6.6,D
20.613,-101.236,319.2,1,1,2020-09-27,1720,T,45,6.0NRT,301.9,8.4,D
19.983,-99.515,313.4,1,1,2020-09-27,1720,T,62,6.0NRT,297.1,6,D
19.452,-96.961,313.8,1.3,1.1,2020-09-27,1720,T,47,6.0NRT,296.6,10.8,D
19.586,-98.56,310.5,1.1,1,2020-09-27,1720,T,42,6.0NRT,296.9,6.1,D
19.487,-98.057,312.5,1.1,1.1,2020-09-27,1720,T,41,6.0NRT,296.8,7.1,D
19.632,-99.149,324.7,1,1,2020-09-27,1720,T,56,6.0NRT,298,11.3,D
19.5,-99.194,321.9,1,1,2020-09-27,1720,T,63,6.0NRT,303.1,7.3,D
18.932,-96.058,308,1.5,1.2,2020-09-27,1720,T,24,6.0NRT,278.9,8.9,D
19.262,-98.201,313,1.1,1.1,2020-09-27,1720,T,62,6.0NRT,293.6,7.7,D
19.278,-98.422,315.2,1.1,1,2020-09-27,1720,T,51,6.0NRT,294.4,7.2,D
19.383,-99.57,316.2,1,1,2020-09-27,1720,T,38,6.0NRT,299,8.5,D
19.161,-98.385,316.6,1.1,1,2020-09-27,1720,T,69,6.0NRT,297.1,9.2,D
19.159,-98.375,313.4,1.1,1,2020-09-27,1720,T,62,6.0NRT,297.8,6.8,D
19.113,-98.239,317.4,1.1,1.1,2020-09-27,1720,T,49,6.0NRT,298,8.9,D
19.295,-99.542,319.9,1,1,2020-09-27,1720,T,37,6.0NRT,299.6,8.7,D
19.079,-98.148,317.5,1.1,1.1,2020-09-27,1720,T,31,6.0NRT,296.1,9.2,D
18.638,-96.217,312.6,1.5,1.2,2020-09-27,1720,T,64,6.0NRT,288.6,8.9,D
17.897,-93.187,319.9,2.5,1.5,2020-09-27,1720,T,72,6.0NRT,286.9,53,D
17.908,-93.522,317.3,2.4,1.5,2020-09-27,1720,T,74,6.0NRT,289,38.2,D
41.174,-106.106,321.9,3.4,1.7,2020-09-27,1715,T,0,6.0NRT,277.5,122.6,D
41.099,-106.413,324.1,3.6,1.8,2020-09-27,1715,T,54,6.0NRT,284.4,139.4,D
41.079,-106.327,328.5,3.5,1.8,2020-09-27,1715,T,49,6.0NRT,275.5,157,D
37.826,-89.798,312.7,1.6,1.2,2020-09-27,1715,T,48,6.0NRT,295.8,12.3,D
37.812,-89.784,353.9,1.6,1.2,2020-09-27,1715,T,97,6.0NRT,299.6,131.2,D
37.342,-91.798,313.9,1.3,1.1,2020-09-27,1715,T,57,6.0NRT,299.4,10.1,D
36.811,-91.895,312.9,1.3,1.1,2020-09-27,1715,T,63,6.0NRT,299.3,9.2,D
36.784,-94.001,320.7,1.1,1,2020-09-27,1715,T,75,6.0NRT,301.5,10.9,D
36.06,-91.042,326.7,1.5,1.2,2020-09-27,1715,T,82,6.0NRT,299.5,33.2,D
36.057,-91.026,311.8,1.5,1.2,2020-09-27,1715,T,63,6.0NRT,298.8,8.7,D
36.425,-94.588,313.6,1,1,2020-09-27,1715,T,62,6.0NRT,298.6,4.9,D
36.286,-94.704,310.4,1,1,2020-09-27,1715,T,51,6.0NRT,297.1,4.6,D
36.156,-94.934,310.4,1,1,2020-09-27,1715,T,59,6.0NRT,296.4,5.8,D
36.097,-94.68,311.3,1,1,2020-09-27,1715,T,63,6.0NRT,297.4,5.6,D
36.095,-94.668,310.6,1,1,2020-09-27,1715,T,59,6.0NRT,296.7,4.9,D
35.972,-94.479,311.5,1.1,1,2020-09-27,1715,T,64,6.0NRT,296.6,6.3,D
33.119,-98.603,318.9,1.1,1,2020-09-27,1715,T,61,6.0NRT,302.8,8.9,D
32.356,-96.075,313.6,1,1,2020-09-27,1715,T,61,6.0NRT,298,6.4,D
26.657,-80.531,315.2,1.2,1.1,2020-09-27,1850,A,34,6.0NRT,295.2,7,D
26.685,-81.227,323.2,1.1,1.1,2020-09-27,1850,A,65,6.0NRT,304,13.7,D
29.947,-90.194,314.3,1.7,1.3,2020-09-27,1850,A,0,6.0NRT,298.3,9.7,D
46.335,-118.236,319,1,1,2020-09-27,1850,T,67,6.0NRT,297.2,10.6,D
46.333,-118.224,316.6,1,1,2020-09-27,1850,T,51,6.0NRT,296.8,8.1,D
46.326,-118.239,321.2,1,1,2020-09-27,1850,T,75,6.0NRT,299.2,12.7,D
46.234,-118.178,351,1,1,2020-09-27,1850,T,96,6.0NRT,299.3,59.2,D
46.232,-118.165,343.6,1,1,2020-09-27,1850,T,93,6.0NRT,297.9,44,D
46.227,-118.193,314.1,1,1,2020-09-27,1850,T,62,6.0NRT,296.8,6.9,D
46.225,-118.181,350.5,1,1,2020-09-27,1850,T,96,6.0NRT,298.9,58.6,D
46.224,-118.168,317.1,1,1,2020-09-27,1850,T,73,6.0NRT,298.4,9.1,D
45.726,-118.308,305.5,1,1,2020-09-27,1855,T,30,6.0NRT,293.1,6.5,D
41.902,-123.349,310.9,1.3,1.1,2020-09-27,1855,T,61,6.0NRT,294,11.7,D
41.193,-123.271,316.7,1.3,1.1,2020-09-27,1855,T,73,6.0NRT,296.2,16,D
41.171,-123.258,308.2,1.3,1.1,2020-09-27,1855,T,21,6.0NRT,294.9,6.4,D
41.126,-123.311,318.4,1.3,1.1,2020-09-27,1855,T,69,6.0NRT,296.2,15.8,D
41.124,-123.294,328.3,1.3,1.1,2020-09-27,1855,T,84,6.0NRT,296.2,31.6,D
41.125,-123.301,327.6,1.3,1.1,2020-09-27,1855,T,66,6.0NRT,296.5,27.2,D
41.116,-123.304,327.4,1.3,1.1,2020-09-27,1855,T,47,6.0NRT,297.7,25.9,D
41.106,-123.307,324,1.3,1.1,2020-09-27,1855,T,67,6.0NRT,299.8,22.3,D
41.087,-123.508,318.3,1.3,1.1,2020-09-27,1855,T,60,6.0NRT,296.9,17.5,D
41.086,-123.492,345,1.3,1.1,2020-09-27,1855,T,93,6.0NRT,301.9,69,D
41.064,-123.301,316.3,1.3,1.1,2020-09-27,1855,T,16,6.0NRT,298.8,12.6,D
41.046,-123.319,326.5,1.3,1.1,2020-09-27,1855,T,82,6.0NRT,296.6,27.6,D
41.02,-123.45,321.7,1.3,1.1,2020-09-27,1855,T,71,6.0NRT,298.7,20.6,D
40.374,-123.305,322.1,1.2,1.1,2020-09-27,1855,T,60,6.0NRT,300,20.1,D
40.372,-123.29,339.8,1.2,1.1,2020-09-27,1855,T,90,6.0NRT,299.9,51.8,D
40.36,-123.186,313.8,1.2,1.1,2020-09-27,1855,T,45,6.0NRT,298.8,9.8,D
40.362,-123.291,327.5,1.2,1.1,2020-09-27,1855,T,71,6.0NRT,297.2,27.3,D
40.35,-123.189,378.9,1.2,1.1,2020-09-27,1855,T,100,6.0NRT,303.2,190,D
40.349,-123.175,326.4,1.2,1.1,2020-09-27,1855,T,21,6.0NRT,298.4,22.4,D
40.342,-123.206,388,1.2,1.1,2020-09-27,1855,T,100,6.0NRT,305.8,242.2,D
40.341,-123.192,332.6,1.2,1.1,2020-09-27,1855,T,85,6.0NRT,300.4,32.2,D
40.337,-123.162,342.6,1.2,1.1,2020-09-27,1855,T,70,6.0NRT,300.2,52.1,D
40.331,-123.194,321.9,1.2,1.1,2020-09-27,1855,T,73,6.0NRT,298.1,17.1,D
40.329,-123.179,334.7,1.2,1.1,2020-09-27,1855,T,86,6.0NRT,299,36.2,D
40.327,-123.165,374,1.2,1.1,2020-09-27,1855,T,100,6.0NRT,301.8,163,D
40.326,-123.15,324.4,1.2,1.1,2020-09-27,1855,T,58,6.0NRT,297.4,20.5,D
40.316,-123.151,388.4,1.2,1.1,2020-09-27,1855,T,100,6.0NRT,302.9,241,D
40.314,-123.137,472.1,1.2,1.1,2020-09-27,1855,T,100,6.0NRT,333.9,1366.1,D
40.313,-123.123,395.7,1.2,1.1,2020-09-27,1855,T,100,6.0NRT,310.1,290.7,D
