X,Y,geometry,Cluster_id,mean_distance,num_fires,mean_density,valid_cluster
-106.10183144621166,41.01203557764756,POINT (-106.1018314462117 41.01203557764756),0,33.696966267331796,4844,1.3579120426415152,True
-119.25349093247618,37.406693967845655,POINT (-119.2534909324762 37.40669396784565),1,20.557596483790515,1563,1.1772356771578478,True
-123.12675700000005,40.20212474444448,POINT (-123.1267570000001 40.20212474444448),2,32.38268968117804,1032,0.3132585785042036,True
-118.64877598113192,36.31948315094343,POINT (-118.6487759811319 36.31948315094343),3,14.199432480626175,530,0.8367255052087387,True
-121.18518539893621,39.8314474468085,POINT (-121.1851853989362 39.8314474468085),4,10.871931248740333,378,1.017952508303596,True
-111.79044914191415,33.905875412541256,POINT (-111.7904491419142 33.90587541254126),5,4.205683175933658,302,5.4347922620593065,True
-90.19801121076237,36.62352376681614,POINT (-90.19801121076237 36.62352376681614),6,55.0645296630654,264,0.027714635461084065,True
-110.57695519607837,40.613781029411754,POINT (-110.5769551960784 40.61378102941175),7,12.524931615610317,204,0.41393157165046873,True
-101.85692541666664,31.987537500000006,POINT (-101.8569254166666 31.98753750000001),8,41.08136976341023,149,0.02810253832278757,True
-87.37914464285716,41.59061328571429,POINT (-87.37914464285716 41.59061328571429),9,20.371668118713007,140,0.10738013923304104,True
-109.22682009900993,33.57197623762377,POINT (-109.2268200990099 33.57197623762377),10,25.589736801627197,101,0.049095178956071864,True
-91.3470425263158,30.436812842105255,POINT (-91.3470425263158 30.43681284210525),11,40.32459216079613,107,0.02094560562199423,True
-95.12733592592595,29.510183703703706,POINT (-95.12733592592595 29.51018370370371),12,28.354915681498163,66,0.026129814519923984,True
-118.121370375,34.228851375000005,POINT (-118.121370375 34.228851375),13,52.47698830164794,105,0.012136699683908724,True
-83.25077050632912,41.944274683544315,POINT (-83.25077050632912 41.94427468354431),14,50.30683448108387,80,0.010062018642922728,True
-103.61791767123285,31.632903835616442,POINT (-103.6179176712328 31.63290383561644),15,55.635908672775734,84,0.008638096007968563,False
-93.77497873239437,30.00890028169014,POINT (-93.77497873239437 30.00890028169014),16,59.21771610922689,103,0.009349384679766714,False
-102.82834536231883,47.816011304347825,POINT (-102.8283453623188 47.81601130434782),17,32.07048499289395,72,0.022282840559851483,True
-79.75099602941177,43.30981455882353,POINT (-79.75099602941177 43.30981455882353),18,22.393975176213583,72,0.04570031812543058,True
-84.47354044776121,39.23317940298505,POINT (-84.47354044776121 39.23317940298505),19,45.38548363598136,70,0.010817159072365358,True
-100.2486684848485,25.618094848484844,POINT (-100.2486684848485 25.61809484848484),20,32.40051469125997,68,0.020618364174676825,True
-92.08323236363634,19.415095454545458,POINT (-92.08323236363634 19.41509545454546),21,10.592788266387107,55,0.1560239319222339,True
-97.2867331111111,28.86903511111112,POINT (-97.2867331111111 28.86903511111112),22,72.37686150252641,54,0.003281280654557948,False
-80.01962175000001,40.47680425,POINT (-80.01962175000001 40.47680425),23,40.97168962954624,43,0.008153607828731509,False
-96.679745,39.11007315789474,POINT (-96.679745 39.11007315789474),24,22.941953947705663,39,0.023585924905114245,True
-99.27754189189191,20.05325540540541,POINT (-99.27754189189191 20.05325540540541),25,19.90706762690462,37,0.02971914098194464,True
-122.16239594594596,37.94671891891892,POINT (-122.162395945946 37.94671891891892),26,59.63346725114127,48,0.004296454598157339,False
-86.63896361111111,40.01696027777777,POINT (-86.63896361111111 40.01696027777777),27,41.00556271586213,35,0.006625697498973168,False
-90.08429666666666,38.40420972222223,POINT (-90.08429666666666 38.40420972222223),28,45.57093266228332,38,0.0058244761910434045,False
-84.74711939393939,41.40496151515153,POINT (-84.74711939393939 41.40496151515153),29,48.965135675733514,37,0.004912209847178462,False
-73.24090290322582,45.80293516129033,POINT (-73.24090290322582 45.80293516129033),30,30.758773901363455,32,0.010766165474722865,True
-100.2551326666667,31.735435000000003,POINT (-100.2551326666667 31.735435),31,34.13623048808299,31,0.008467977221797306,False
-91.83198642857143,36.31282107142857,POINT (-91.83198642857143 36.31282107142857),32,71.54967593471108,52,0.003233233822192935,False
-70.35725961538462,19.151883846153847,POINT (-70.35725961538462 19.15188384615385),33,45.00945150233601,21,0.0032995974963178428,False
-88.0023896,31.025526000000003,POINT (-88.0023896 31.025526),34,11.177009463964719,25,0.06369977276422092,True
-95.8922508,28.958621200000007,POINT (-95.8922508 28.95862120000001),35,53.01213264124374,24,0.0027183777170548865,False
-97.46663120000001,36.7086184,POINT (-97.46663120000001 36.7086184),36,50.47985775086311,27,0.003372691600567825,False
-101.04316639999998,20.551016000000004,POINT (-101.0431664 20.551016),37,13.996986778104276,25,0.04061813846004081,True
-87.00862708333331,33.08759291666667,POINT (-87.00862708333331 33.08759291666667),38,52.52879876126545,26,0.002999352579827363,False
-96.15752708333336,34.27439291666666,POINT (-96.15752708333336 34.27439291666666),39,25.986554311321957,17,0.008013101374628413,False
-101.43517874999999,26.875765833333332,POINT (-101.43517875 26.87576583333333),40,3.2638132665151702,24,0.7171495771721109,True
-81.57858045454545,41.292750000000005,POINT (-81.57858045454545 41.29275000000001),41,35.29871557325087,23,0.005875693620521827,False
-92.9555540909091,17.915849545454545,POINT (-92.9555540909091 17.91584954545455),42,38.69513152404216,22,0.004676911352492599,False
-97.89789238095238,22.214596190476193,POINT (-97.89789238095238 22.21459619047619),43,16.297835946798866,19,0.0227689408506191,True
-87.64213600000002,38.8789705,POINT (-87.64213600000002 38.8789705),44,31.82205970264614,20,0.006286697084537846,False
-88.56403350000001,18.0131845,POINT (-88.56403350000001 18.0131845),45,37.55935516772696,20,0.004512766391237736,False
-97.4399815,20.464937500000005,POINT (-97.4399815 20.4649375),46,13.981673353956975,19,0.03093744250883798,True
-76.73823631578948,42.765674736842115,POINT (-76.73823631578948 42.76567473684212),47,56.96716268551866,20,0.001961687968570093,False
-96.6703738888889,32.547005000000006,POINT (-96.6703738888889 32.54700500000001),48,49.70281696479944,16,0.0020616127301039955,False
-86.72177764705883,39.08432235294118,POINT (-86.72177764705883 39.08432235294118),49,49.16400093580609,6,0.0007901434159297763,False
-96.176224375,31.753226249999997,POINT (-96.176224375 31.75322625),50,40.22557388441181,13,0.002557337026067043,False
-99.33123062500002,28.675991875000005,POINT (-99.33123062500002 28.675991875),51,24.638181908403094,16,0.008389803315074428,False
-109.54459187500001,30.477456874999998,POINT (-109.544591875 30.477456875),52,16.996280184434433,16,0.01763036610246937,True
-98.55443599999998,21.525247333333333,POINT (-98.55443599999998 21.52524733333333),53,58.71109237309636,16,0.0014775043650300966,False
-70.96989214285715,19.66962357142857,POINT (-70.96989214285715 19.66962357142857),54,34.41233648279651,14,0.0037631265711997896,False
-96.22121571428572,18.56912071428572,POINT (-96.22121571428572 18.56912071428572),55,15.102688779403652,14,0.019537482473060683,True
-97.90950357142857,25.281609285714286,POINT (-97.90950357142857 25.28160928571429),56,28.353823314079754,13,0.005147178228234673,False
-81.72926153846154,28.786222307692302,POINT (-81.72926153846154 28.7862223076923),57,44.26217651755549,11,0.0017872127962010435,False
-111.59204307692309,42.68502846153846,POINT (-111.5920430769231 42.68502846153846),58,0.367689074173011,13,30.607722406775576,True
-86.66085833333334,34.52302916666667,POINT (-86.66085833333334 34.52302916666667),59,54.1200966860446,11,0.0011954314280341334,False
-90.94159583333334,41.2149525,POINT (-90.94159583333334 41.2149525),60,44.774885264722975,12,0.0019052913443886332,False
-92.90305416666668,33.5848475,POINT (-92.90305416666668 33.5848475),61,18.22963701737525,12,0.011494082641894884,True
-114.91176916666667,36.35783083333333,POINT (-114.9117691666667 36.35783083333333),62,0.2126562991889249,12,84.46442977109652,True
-82.9018890909091,38.56965272727273,POINT (-82.90188909090909 38.56965272727273),63,16.025851309258197,11,0.0136332556601116,True
-90.27096727272729,30.926889090909093,POINT (-90.27096727272729 30.92688909090909),64,68.91508307330128,24,0.0016085397049749267,False
-92.30830454545455,32.34965090909091,POINT (-92.30830454545455 32.34965090909091),65,52.94870203579972,14,0.0015895218803893155,False
-92.93187636363636,37.35450272727273,POINT (-92.93187636363636 37.35450272727273),66,73.79372256078412,14,0.0008183485348869792,False
-94.23634090909091,35.934812727272735,POINT (-94.23634090909091 35.93481272727274),67,51.169760422425306,9,0.0010941197409256253,False
-68.505855,18.613975,POINT (-68.505855 18.613975),68,21.360093244294152,11,0.00767424232395886,False
-82.274255,42.881292,POINT (-82.274255 42.881292),69,28.333035391831977,10,0.003965179968450541,False
-96.710732,30.155391,POINT (-96.71073199999999 30.155391),70,51.737223487382934,10,0.001189167072092289,False
-100.81209900000002,22.293802,POINT (-100.812099 22.293802),71,59.13245197606808,15,0.0013654902241892076,False
-78.84811777777777,35.04266666666667,POINT (-78.84811777777777 35.04266666666667),72,41.308920001813625,7,0.0013057483035466386,False
-81.24562222222222,42.97316333333333,POINT (-81.24562222222222 42.97316333333333),73,30.294454842610126,7,0.0024278445061800906,False
-82.41447777777778,22.91461888888889,POINT (-82.41447777777778 22.91461888888889),74,42.41585420883424,9,0.0015923377306684464,False
-89.63938,40.63867888888889,POINT (-89.63938 40.63867888888889),75,0.520189671249621,9,10.586884419306879,True
-96.77091444444443,33.50642888888889,POINT (-96.77091444444443 33.50642888888889),76,40.577893953449255,6,0.0011599021580982877,False
-97.01225444444447,19.657106666666667,POINT (-97.01225444444447 19.65710666666667),77,45.13997851944922,7,0.001093514271987945,False
-104.1813188888889,49.17850222222222,POINT (-104.1813188888889 49.17850222222222),78,0.7901379287437381,9,4.588659180606865,True
-110.84578222222221,29.22318111111111,POINT (-110.8457822222222 29.22318111111111),79,28.35717936532562,9,0.0035625876721207535,False
-75.54138749999998,44.114055,POINT (-75.54138749999998 44.114055),80,0.35777003955778486,8,19.89441443266218,True
-77.71237375000001,40.89293000000001,POINT (-77.71237375000001 40.89293000000001),81,0.30898427391906996,8,26.67266107585512,True
-81.90227374999999,37.359851250000006,POINT (-81.90227374999999 37.35985125000001),82,29.765471772274143,8,0.0028741773196702715,False
-86.08848499999999,36.6467,POINT (-86.08848499999999 36.6467),83,61.031623082173255,8,0.000683642823457142,False
-90.64798,27.796628750000004,POINT (-90.64798 27.79662875),84,0.35327089476348816,8,20.404379018510884,True
-94.33345875,35.07143125,POINT (-94.33345875000001 35.07143125),85,55.05161713373004,3,0.00031508679653437,False
-95.28123875000001,34.36154625,POINT (-95.28123875000001 34.36154625),86,48.453288470368975,8,0.0010846574006307807,False
-95.90715875,35.631665,POINT (-95.90715874999999 35.631665),87,31.11537886397363,6,0.0019726506294004778,False
-103.38620250000001,25.6137075,POINT (-103.3862025 25.6137075),88,22.907989147448934,8,0.004852495723718487,False
-106.01511375,28.95245375,POINT (-106.01511375 28.95245375),89,38.25664170366683,8,0.0017399045012118654,False
-122.91361375,49.03,POINT (-122.91361375 49.03),90,18.848130565169704,8,0.0071680749151588775,False
-75.54270285714287,41.08638285714285,POINT (-75.54270285714287 41.08638285714285),91,47.12754913486656,6,0.0008599053527121065,False
-80.03000142857142,35.57371285714285,POINT (-80.03000142857142 35.57371285714285),92,40.67057525779751,7,0.0013470587003614884,False
-83.14182142857143,31.546895714285714,POINT (-83.14182142857143 31.54689571428571),93,29.590092253634406,7,0.0025448050235119812,False
-88.77808857142858,30.412367142857143,POINT (-88.77808857142858 30.41236714285714),94,62.09247573377612,9,0.0007430425234921684,False
-93.17168285714287,44.789561428571425,POINT (-93.17168285714287 44.78956142857142),95,12.177792268418212,7,0.015024845981480196,True
-94.21831714285713,37.76911285714285,POINT (-94.21831714285713 37.76911285714285),96,53.120715427684104,7,0.0007896221471538346,False
-94.34436857142857,18.01519857142857,POINT (-94.34436857142857 18.01519857142857),97,28.751292514614704,7,0.0026954569837223884,False
-95.16979714285715,37.75361142857143,POINT (-95.16979714285715 37.75361142857143),98,53.9384589841731,4,0.0004376349863084835,False
-95.23476428571429,32.63972142857143,POINT (-95.23476428571429 32.63972142857143),99,31.421226995839852,7,0.0022568405236134312,False
-95.30253571428571,30.859794285714283,POINT (-95.30253571428571 30.85979428571428),100,27.45566891876904,7,0.002955854779504518,False
-98.86860428571428,26.21494857142857,POINT (-98.86860428571428 26.21494857142857),101,56.88358888474857,7,0.000688609759856965,False
-101.95479571428572,18.10886142857143,POINT (-101.9547957142857 18.10886142857143),102,48.87620376121363,7,0.0009327219954050404,False
-109.79905142857146,27.354634285714287,POINT (-109.7990514285715 27.35463428571429),103,29.900171100591184,7,0.002492297057162246,False
-110.96889714285714,33.39745428571428,POINT (-110.9688971428571 33.39745428571428),104,31.36295407375846,8,0.002588839787173197,False
-111.95172857142857,39.746300000000005,POINT (-111.9517285714286 39.74630000000001),105,59.69596639425337,10,0.0008932214367441352,False
-76.14443166666666,20.624966666666666,POINT (-76.14443166666666 20.62496666666667),106,38.09351468805594,6,0.001316128437418261,False
-82.40334666666666,29.525753333333338,POINT (-82.40334666666666 29.52575333333334),107,41.43360565278738,6,0.0011124868995784742,False
-83.40462666666667,45.072325,POINT (-83.40462666666667 45.072325),108,0.27420289348300453,6,25.401320576066915,True
-90.283995,31.81437,POINT (-90.283995 31.81437),109,57.829935358544354,3,0.00028553868344059476,False
-98.08724333333332,23.403351666666666,POINT (-98.08724333333332 23.40335166666667),110,51.5815354966689,7,0.0008374494839982686,False
-103.36097999999998,20.136885,POINT (-103.36098 20.136885),111,64.21319313476435,7,0.0005403791930560718,False
-112.19163666666668,34.982385,POINT (-112.1916366666667 34.982385),112,30.800549014485664,6,0.0020131838905907726,False
-114.97782833333332,32.437385,POINT (-114.9778283333333 32.437385),113,25.159969832400858,6,0.003017033483301058,False
-71.327604,18.416264,POINT (-71.32760399999999 18.416264),114,21.510152699196528,5,0.003439791581074777,False
-74.97341200000001,40.36797,POINT (-74.97341200000001 40.36797),115,35.19172532380941,4,0.0010280825423639687,False
-77.46289600000001,34.609455999999994,POINT (-77.46289600000001 34.60945599999999),116,30.419340460741477,5,0.0017199646807300934,False
-81.292938,38.203202,POINT (-81.29293800000001 38.203202),117,44.49686724329765,3,0.0004822935950704107,False
-81.65599999999999,39.52747000000001,POINT (-81.65599999999999 39.52747000000001),118,44.95457005319643,8,0.0012600605123351482,False
-84.822992,34.277696,POINT (-84.822992 34.277696),119,21.73785736407149,6,0.004041726228023558,False
-94.690836,41.64804,POINT (-94.690836 41.64804),120,26.916174431248095,5,0.0021968097523551223,False
-97.63678999999999,30.477824,POINT (-97.63678999999999 30.477824),121,109.79864988137714,25,0.0006600777907685472,False
-98.26422,32.915549999999996,POINT (-98.26421999999999 32.91555),122,55.64236492750759,6,0.0006168636818300847,False
-109.28017599999998,38.166804,POINT (-109.280176 38.166804),123,0.26891679126925305,5,22.008136697974727,True
-113.44132399999998,35.466548,POINT (-113.441324 35.466548),124,24.137238135693103,5,0.002731768958383563,False
-64.9226725,48.187905,POINT (-64.9226725 48.187905),125,0.2403213400525584,4,22.04572720240983,True
-73.97824499999999,42.04963,POINT (-73.97824499999999 42.04963),126,0.22236315015148905,4,25.750369616259338,True
-81.43119249999998,31.997385,POINT (-81.43119249999998 31.997385),127,40.67692316437968,4,0.0007695075989051378,False
-85.3841925,32.8639325,POINT (-85.3841925 32.8639325),128,56.289941979115724,4,0.0004018347592002173,False
-86.44158499999998,35.32026,POINT (-86.44158499999998 35.32026),129,50.501257566742574,3,0.00037442598470395375,False
-86.93297749999999,30.9353775,POINT (-86.93297749999999 30.9353775),130,60.78666011601457,5,0.00043072745206980314,False
-88.6943125,38.1944,POINT (-88.6943125 38.1944),131,82.35348700788259,7,0.0003285361520532459,False
-91.0399025,39.3859325,POINT (-91.0399025 39.3859325),132,50.18518838910319,5,0.0006319285815051952,False
-92.0530775,33.68367,POINT (-92.0530775 33.68367),133,49.33004097788889,2,0.00026161109280527765,False
-97.54175250000002,34.535532499999995,POINT (-97.54175250000002 34.5355325),134,63.783352055983904,6,0.000469446043834151,False
-99.10126250000002,24.292752500000002,POINT (-99.10126250000002 24.2927525),135,42.04551476881652,4,0.0007202275918246055,False
-100.4687975,30.08166,POINT (-100.4687975 30.08166),136,47.26980324083406,4,0.000569825019357452,False
-104.60651,38.155275,POINT (-104.60651 38.155275),137,4.426881095736856,4,0.06497007808813672,True
-109.27175,26.50595,POINT (-109.27175 26.50595),138,31.61644834464755,3,0.0009553097348067664,False
-114.7979325,49.737984999999995,POINT (-114.7979325 49.73798499999999),139,0.25333742714011037,4,19.838571263037206,True
-119.26463,39.61986,POINT (-119.26463 39.61986),140,0.2933690311842214,4,14.793828159806871,True
-120.33353249999999,46.46045,POINT (-120.3335325 46.46045),141,3.4983046113444907,4,0.10403844632845397,True
-78.92511333333333,40.91377,POINT (-78.92511333333333 40.91377),142,37.931930208940436,3,0.0006636826749733387,False
-79.88285333333333,33.012053333333334,POINT (-79.88285333333333 33.01205333333333),143,0.5882958224586153,3,2.759172402890871,True
-81.51263666666665,30.17195,POINT (-81.51263666666665 30.17195),144,1.9653580678961877,3,0.24722193123374914,True
-84.03825666666665,35.92718,POINT (-84.03825666666665 35.92718),145,13.961976638216058,3,0.004898651595997014,False
-84.58555,36.97212666666667,POINT (-84.58555 36.97212666666667),146,0.12755751334267315,3,58.689211911212254,True
-84.95469000000001,30.624710000000004,POINT (-84.95469000000001 30.62471),147,25.68218297431402,3,0.0014477930744624344,False
-86.05428333333333,42.14767333333334,POINT (-86.05428333333333 42.14767333333334),148,32.68768282730514,3,0.0008937212738612467,False
-87.88356666666668,42.48122333333334,POINT (-87.88356666666668 42.48122333333334),149,0.1644189157668127,3,35.32375032802392,True
-93.78644333333334,38.860366666666664,POINT (-93.78644333333334 38.86036666666666),150,41.41942183354197,3,0.0005566244791267048,False
-93.99318999999998,34.07105333333334,POINT (-93.99318999999998 34.07105333333334),151,39.24747594616901,3,0.0006199360652996478,False
-96.15437666666666,41.006283333333336,POINT (-96.15437666666666 41.00628333333334),152,0.23529954943511974,3,17.247580289979073,True
-112.73445666666667,40.917006666666666,POINT (-112.7344566666667 40.91700666666667),153,0.10939787021482235,3,79.7907656028796,True
-113.48678666666667,31.351096666666667,POINT (-113.4867866666667 31.35109666666667),154,0.16537455677574628,3,34.91668299322812,True
-114.25597333333333,40.82263666666666,POINT (-114.2559733333333 40.82263666666666),155,0.28198292882025316,3,12.00949463276524,True
-118.17466666666667,46.230333333333334,POINT (-118.1746666666667 46.23033333333333),156,0.8526456537256526,3,1.3135094486432504,True
-72.120295,43.96549,POINT (-72.120295 43.96549),157,0.209731995949697,2,14.47270559000467,True
-73.858745,18.242395000000002,POINT (-73.858745 18.242395),158,32.22180975325935,2,0.0006131676715022938,False
-79.073905,38.09978500000001,POINT (-79.073905 38.09978500000001),159,29.917249965531,2,0.000711272089542836,False
-80.03139999999999,39.330929999999995,POINT (-80.03139999999999 39.33093),160,46.916868456078554,2,0.000289215173344789,False
-81.0549,33.964955,POINT (-81.0549 33.964955),161,0.32510164276064774,2,6.023387167270044,True
-88.044885,43.936035000000004,POINT (-88.04488499999999 43.936035),162,45.87815705042469,2,0.00030245946519993536,False
-88.26877999999999,28.755085,POINT (-88.26877999999999 28.755085),163,0.37010677584319296,2,4.64756031981492,True
-88.653775,40.931675,POINT (-88.653775 40.931675),164,0.17144559968115525,2,21.658402550463137,True
-89.16662,28.162860000000002,POINT (-89.16661999999999 28.16286),165,6.480704082096125,2,0.015157749465466443,True
-89.240775,41.938375,POINT (-89.240775 41.938375),166,29.03758176518949,2,0.0007550195827736597,False
-89.96902499999999,33.754335,POINT (-89.96902499999999 33.754335),167,116.74052515723943,10,0.00023356395810245843,False
-92.63883,41.11358,POINT (-92.63883 41.11358),168,0.1677900026818067,2,22.612414899185517,True
-92.71181,42.192105,POINT (-92.71181 42.192105),169,0.010776150750319662,2,5482.161066037956,True
-98.963015,31.820390000000003,POINT (-98.963015 31.82039),170,14.764945553662454,2,0.0029202189020809785,False
-99.685865,35.203995,POINT (-99.68586500000001 35.203995),171,0.13417003037173209,2,35.36454470737206,True
-99.89409,49.26426000000001,POINT (-99.89409000000001 49.26426000000001),172,0.13328322400006906,2,35.83670969967786,True
-100.83621,28.36523,POINT (-100.83621 28.36523),173,41.83386004180122,2,0.0003637669419877027,False
-101.191545,35.603545,POINT (-101.191545 35.603545),174,22.18072298793363,2,0.0012939804395514245,False
-102.72710000000001,21.709015,POINT (-102.7271 21.709015),175,48.57675102253735,2,0.00026978772049822706,False
-103.37292,27.0283,POINT (-103.37292 27.0283),176,0.14431707591278742,2,30.566355918435868,True
-105.34033500000001,23.79627,POINT (-105.340335 23.79627),177,1.5950137072528925,2,0.2502362758874135,True
-105.68304,25.045855000000003,POINT (-105.68304 25.045855),178,0.1280511414433129,2,38.82506568840424,True
-106.583645,31.966605,POINT (-106.583645 31.966605),179,0.07099228866573165,2,126.31553121765417,True
-112.217255,31.143715,POINT (-112.217255 31.143715),180,0.08321669333743502,2,91.9301984599985,True
-116.28187,31.32472,POINT (-116.28187 31.32472),181,0.17410377422789497,2,21.00210066006367,True
-116.972835,46.4281,POINT (-116.972835 46.4281),182,0.04317957069045794,2,341.446344253938,True
-123.07173,44.260825,POINT (-123.07173 44.260825),183,24.209972595174975,2,0.0010861517636559914,False
-66.65473,18.00744,POINT (-66.65473 18.00744),184,0.0,1,inf,False
-71.60716,45.61975,POINT (-71.60715999999999 45.61975),185,0.0,1,inf,False
-72.8327,19.54789,POINT (-72.8327 19.54789),186,0.0,1,inf,False
-73.61964,43.30774,POINT (-73.61964 43.30774),187,0.0,1,inf,False
-75.3294,24.18736,POINT (-75.32940000000001 24.18736),188,0.0,1,inf,False
-75.76491999999998,45.23794,POINT (-75.76491999999998 45.23794),189,0.0,1,inf,False
-77.97652,39.4329,POINT (-77.97651999999999 39.4329),190,0.0,1,inf,False
-78.04417,20.97836,POINT (-78.04416999999999 20.97836),191,0.0,1,inf,False
-79.01964,48.25423,POINT (-79.01964 48.25423),192,0.0,1,inf,False
-79.19126999999997,36.66259,POINT (-79.19126999999997 36.66259),193,0.0,1,inf,False
-79.20493,45.77093,POINT (-79.20493 45.77093),194,0.0,1,inf,False
-80.01012,42.09817,POINT (-80.01012 42.09817),195,0.0,1,inf,False
-80.34864,25.85864,POINT (-80.34864 25.85864),196,0.0,1,inf,False
-80.47898,22.30012,POINT (-80.47898000000001 22.30012),197,0.0,1,inf,False
-80.66184,37.38406,POINT (-80.66184 37.38406),198,0.0,1,inf,False
-81.34424,35.066,POINT (-81.34424 35.066),199,0.0,1,inf,False
-82.5288,39.61782,POINT (-82.5288 39.61782),200,83.68315371621856,3,0.0001363622909001734,False
-82.77914,34.34781,POINT (-82.77914 34.34781),201,0.0,1,inf,False
-87.81583,40.2634,POINT (-87.81583000000001 40.2634),202,0.0,1,inf,False
-88.81056,35.72718,POINT (-88.81056 35.72718),203,0.0,1,inf,False
-89.04284,39.84021,POINT (-89.04284 39.84021),204,0.0,1,inf,False
-89.12135,21.13338,POINT (-89.12135000000001 21.13338),205,0.0,1,inf,False
-89.79326,45.09662,POINT (-89.79326 45.09662),206,0.0,1,inf,False
-90.55296,18.08816,POINT (-90.55296 18.08816),207,0.0,1,inf,False
-91.43236,42.18337,POINT (-91.43236 42.18337),208,0.0,1,inf,False
-93.47822,41.50534,POINT (-93.47821999999999 41.50534),209,0.0,1,inf,False
-96.79188,48.96429000000001,POINT (-96.79188000000001 48.96429000000001),210,0.0,1,inf,False
-97.35203,40.38319,POINT (-97.35203 40.38319),211,0.0,1,inf,False
-97.365,42.0853,POINT (-97.36499999999999 42.0853),212,0.0,1,inf,False
-99.4776,36.6593,POINT (-99.4776 36.6593),213,0.0,1,inf,False
-105.04042,21.72902,POINT (-105.04042 21.72902),214,0.0,1,inf,False
-106.99307,23.98255,POINT (-106.99307 23.98255),215,0.0,1,inf,False
-107.29737,24.88043,POINT (-107.29737 24.88043),216,0.0,1,inf,False
-108.05109,26.91325,POINT (-108.05109 26.91325),217,0.0,1,inf,False
-108.33352,44.83464,POINT (-108.33352 44.83464),218,0.0,1,inf,False
-109.04846,35.31721,POINT (-109.04846 35.31721),219,0.0,1,inf,False
-111.71735,25.29173,POINT (-111.71735 25.29173),220,0.0,1,inf,False
-113.45251,27.5796,POINT (-113.45251 27.5796),221,0.0,1,inf,False
-120.65646,42.68214,POINT (-120.65646 42.68214),222,0.0,1,inf,False
-122.34072,47.56707,POINT (-122.34072 47.56707),223,0.0,1,inf,False
